OBJECTID,workclass,permitclass,proposedworkdescription,permitclassmapped,applieddate,issueddate,estprojectcost,constcompletedofficial,censuslanduse,censuslandusecode,contractorcompanyname,contractorcity,countylocation,description,expiresdate,fee,housingunitstotal,issueddate_mth,issueddate_yr,jurisdiction_inout_ral,latitude_perm,longitude_perm,originalzip,proposeduse,recordupdatedate,statuscurrent,statuscurrentmapped,workclassmapped,CreationDate,EditDate,permitnum
263419,New Building ,0,"CLUBHOUSE (Plan Pages 111-139)
ASSOCIATED PERMITS:
MAIN CASE# BLDNR-043768-2023-BLDG 1
BLDNR-043786-",Non-Residential,2023/08/31 11:39:22+00,2025/01/03 21:17:06.630+00,927991.35,No, FIVE OR MORE FAMILY BUILDING,105,COMET BUILDERS LLC,Greensboro,Wake,"CLUBHOUSE (Plan Pages 111-139)
ASSOCIATED PERMITS:
MAIN CASE# BLDNR-043768-2023-BLDG 1
BLDNR-043786-",2025/07/02 00:00:00+00,2828,,1,2025,Inside City Limits,35.89880589,-78.50499943,27587, FIVE OR MORE FAMILY BUILDING,2025/01/06 16:13:20.683+00,Issued,Permit Issued,Existing,2023/09/11 22:01:25.758+00,2025/01/09 11:06:20.638+00,BLDNR-043783-2023
263569,New Single Family Dwelling,101,"New Single Family Dwelling
Wildwood, Elevation A
Pine Hollow, Lot 6
Crawl Space Foundation
Screen Po",Residential,2023/09/13 11:41:46+00,2024/09/18 15:47:35+00,676067.49,No, DETACHED SINGLE FAMILY DWELLING,101,SHENANDOAH HOMES LLC,RALEIGH,,"New Single Family Dwelling
Wildwood, Elevation A
Pine Hollow, Lot 6
Crawl Space Foundation
Screen Po",2025/03/17 00:00:00+00,8112,1,9,2024,Inside City Limits,35.9054209,-78.71893836,27613, DETACHED SINGLE FAMILY DWELLING,2024/09/19 01:49:05+00,Issued,Permit Issued,New,2023/09/18 22:01:37.419+00,2024/09/21 11:05:56.204+00,BLDR-045818-2023
263610,Alteration/Repairs ,0,PROVIDE NEW BAR WITH SHELVES BEHIND WITH BAR SEATING.  PROVIDE NEW DOOR AT STORAGE AREA. REPLACE EXI,Non-Residential,2023/09/27 14:35:04+00,2024/11/14 16:27:34.230+00,97592.81,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,DAYECO CONSTRUCTION LLC Lic,,Wake,PROVIDE NEW BAR WITH SHELVES BEHIND WITH BAR SEATING.  PROVIDE NEW DOOR AT STORAGE AREA. REPLACE EXI,2025/05/13 00:00:00+00,540,,11,2024,Inside City Limits,35.8818679,-78.64493138,27615,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/11/14 12:46:41.277+00,Issued,Permit Issued,Existing,2023/10/18 22:01:18.477+00,2024/11/17 11:06:40.557+00,BLDNR-048515-2023
263627,Addition,434,Covered front porch with brick underpinning. Electrical for exterior outlets and light. Master bedro,Residential,2024/07/01 21:15:55+00,2024/08/15 14:11:22.427+00,20895.84,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,,,,Covered front porch with brick underpinning. Electrical for exterior outlets and light. Master bedro,2025/11/05 11:40:43+00,662,1,8,2024,Inside City Limits,35.76713592,-78.5998504,27610, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/05 11:40:51.307+00,Issued,Permit Issued,New,2023/10/18 22:01:18.477+00,2024/11/08 11:06:38.828+00,BLDR-051080-2023
263878,Addition,434,One level addition to the rear of the existing home. ***Inspector please verify addition doesnt take,Residential,2023/10/11 10:19:26.030+00,2024/08/14 18:50:19.153+00,106510.74,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"N.C. CONSTRUCTION SERVICES, INC",,,One level addition to the rear of the existing home. ***Inspector please verify addition doesnt take,2025/12/19 08:59:25+00,729,1,8,2024,Inside City Limits,35.77023192,-78.59304641,27610, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/19 08:59:32.887+00,Issued,Permit Issued,New,2023/10/18 22:01:18.477+00,2024/12/22 11:06:50.841+00,BLDR-050904-2023
263906,Deck/Porch,0,permit unpermitted deck by engineer,Residential,2023/10/16 15:47:59+00,2024/08/01 18:00:44+00,20000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,JOHN R MCCOY CONSTRUCTION LLC,,,permit unpermitted deck by engineer,2025/01/28 00:00:00+00,331,,8,2024,Inside City Limits,35.82737291,-78.67079738,27612, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/08/01 18:00:44+00,Issued,Permit Issued,Existing,2023/10/18 22:01:18.477+00,2024/08/04 11:05:55.249+00,BLDR-051643-2023
264064,New Building ,100,"•Project: TERRACE AT ROCK QUARRY ROAD : AFFORDABLE SENIOR APARTMENTS 
Associated Cases: Main buildin",Non-Residential,2024/07/30 15:52:44+00,2024/08/26 15:17:31.423+00,23694470.82,No,"	 RESIDENTIAL CONDOMINIUM",100,,Savannah,Wake,"•Project: TERRACE AT ROCK QUARRY ROAD : AFFORDABLE SENIOR APARTMENTS 
Associated Cases: Main buildin",2025/12/03 13:02:35+00,377756,,8,2024,Inside City Limits,35.74940593,-78.58883891,27610,"	 RESIDENTIAL CONDOMINIUM",2024/12/03 13:02:52.687+00,Issued,Permit Issued,Existing,2023/10/18 22:01:18.477+00,2024/12/06 11:06:12.977+00,BLDNR-049822-2023
264083,Accessory Structure,438,"ACCESSORY STRUCTURE
Detached single story garage with 2 car bays and workshop with half-bath,
Dormer",Residential,2024/07/01 11:13:45+00,2024/10/04 11:05:46.210+00,125375.04,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,,,,"ACCESSORY STRUCTURE
Detached single story garage with 2 car bays and workshop with half-bath,
Dormer",2025/10/31 10:26:21+00,1084,1,10,2024,Inside City Limits,35.8545889,-78.61918689,27609,"	 RESIDENTIAL GARAGE OR CARPORT",2024/10/31 14:34:46.473+00,Issued,Permit Issued,New,2023/10/19 13:29:45.358+00,2024/11/03 17:19:46.190+00,BLDR-046884-2023
264139,Retaining Wall,601,Retaining Wall #1,Non-Residential,2023/09/18 08:46:56+00,2024/10/23 12:16:55.330+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,"TCC ENTERPRISES, INC",,Wake,Retaining Wall #1,2025/10/30 11:03:43+00,117,0,10,2024,Inside City Limits,35.76665892,-78.6163699,27610,"	 MISCELLANEOUS SUCH AS FENCES",2024/12/10 15:22:51.610+00,Issued,Permit Issued,Existing,2023/10/19 13:29:45.358+00,2024/12/13 11:07:17.017+00,BLDNR-046474-2023
264140,Retaining Wall,601,Retaining Wall #3,Non-Residential,2023/09/18 08:56:02+00,2024/10/23 12:16:55.337+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,"TCC ENTERPRISES, INC",,Wake,Retaining Wall #3,2025/04/21 00:00:00+00,117,0,10,2024,Inside City Limits,35.76665892,-78.6163699,27610,"	 MISCELLANEOUS SUCH AS FENCES",2024/10/28 10:21:17.707+00,Issued,Permit Issued,Existing,2023/10/19 13:29:45.358+00,2024/10/31 11:06:42.870+00,BLDNR-046484-2023
264141,Retaining Wall,601,Retaining Wall #2,Non-Residential,2023/09/18 08:51:31+00,2024/10/23 12:16:55.317+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,"TCC ENTERPRISES, INC",,Wake,Retaining Wall #2,2025/04/21 00:00:00+00,117,0,10,2024,Inside City Limits,35.76665892,-78.6163699,27610,"	 MISCELLANEOUS SUCH AS FENCES",2024/10/28 10:21:49.540+00,Issued,Permit Issued,Existing,2023/10/19 13:29:45.358+00,2024/10/31 11:06:42.870+00,BLDNR-046479-2023
264449,New Building ,,"New Tuff Shed Building  16' x 20' x 11' 6 5/8"" garage. No trades.",Non-Residential,2023/11/13 10:53:11+00,2024/11/18 15:41:22.887+00,18444.8,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,"Tuff Shed, Inc.",,Wake,"New Tuff Shed Building  16' x 20' x 11' 6 5/8"" garage. No trades.",2025/05/17 00:00:00+00,485,,11,2024,Inside City Limits,35.8689439,-78.64563788,27609,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2025/01/13 09:23:23.513+00,Issued,Permit Issued,Existing,2023/11/15 23:01:20.638+00,2025/01/16 11:06:32.559+00,BLDNR-056060-2023
264456,New Building ,,"** Clubhouse SOLIS BUFFALO RD MULTIFAMILY CLUBHOUSE BUILDING  VB, A-3, 1 STORY New Building 

Buildi",Non-Residential,2023/11/07 13:10:52+00,2024/09/04 18:16:48.977+00,1177955.35,No,"	 OFFICE, BANK, AND PROFESSIONAL BUILDING",324,"SUMMIT CONTRACTING GROUP, INC",,Wake,"** Clubhouse SOLIS BUFFALO RD MULTIFAMILY CLUBHOUSE BUILDING  VB, A-3, 1 STORY New Building 

Buildi",2026/01/15 13:18:50+00,3050,,9,2024,Inside City Limits,35.8460029,-78.51115993,27616,"	 OFFICE, BANK, AND PROFESSIONAL BUILDING",2025/01/20 09:50:45.810+00,Issued,Permit Issued,Existing,2023/11/15 23:01:20.638+00,2025/01/22 11:06:53.010+00,BLDNR-055401-2023
264468,New Building ,,"Building a 16' x 20' x 11' 6 5/8"" garage. No trades.",Non-Residential,2023/11/10 07:27:21+00,2024/10/28 19:56:53.657+00,18444.8,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,"Tuff Shed, Inc.",,Wake,"Building a 16' x 20' x 11' 6 5/8"" garage. No trades.",2025/04/26 00:00:00+00,462,,10,2024,Inside City Limits,35.8708879,-78.69484987,27613,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2024/11/12 10:13:11.037+00,Issued,Permit Issued,Existing,2023/11/15 23:01:20.638+00,2024/11/15 11:07:16.865+00,BLDNR-055876-2023
264536,Deck/Porch,,12x24 deck,Residential,2023/11/07 13:46:50+00,2024/08/01 16:09:14+00,0,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"Ed Donahue Builders, LLC",Rolesville,,12x24 deck,2025/09/05 12:21:54+00,448,,8,2024,Outside City Limits,35.75754192,-78.53820042,27610, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/09/05 12:39:42+00,Issued,Permit Issued,Existing,2023/11/15 23:01:20.638+00,2024/09/08 11:05:54.807+00,BLDR-055368-2023
264732,Alteration/Repairs ,,MAIN CASE Building #1 AFFORDABLE HOUSING - AVONLEA APARTMENTS RENOVATIONS - BUILDING 1 - Improvement,Non-Residential,2023/11/22 14:25:35+00,2024/10/02 13:09:04.553+00,447306.72,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"KMW BUILDERS, LLC",,Wake,MAIN CASE Building #1 AFFORDABLE HOUSING - AVONLEA APARTMENTS RENOVATIONS - BUILDING 1 - Improvement,2025/03/31 00:00:00+00,1165,,10,2024,Inside City Limits,35.8546429,-78.57641441,27616, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/13 09:47:47.473+00,Issued,Permit Issued,Existing,2023/11/30 23:03:26.384+00,2024/11/16 11:06:43.282+00,BLDNR-057669-2023
264741,Accessory Structure,,"New detached garage with attached covered space. 
Slab Foundation

NEW ELECTRICAL TO BE ADDED.",Residential,2024/07/01 16:37:28+00,2025/01/14 20:18:10.627+00,83001.6,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,"AQUATIC MANAGEMENT GROUP, INC",,,"New detached garage with attached covered space. 
Slab Foundation

NEW ELECTRICAL TO BE ADDED.",2025/07/13 00:00:00+00,908,,1,2025,Outside City Limits,35.8924159,-78.68957137,27613,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2025/01/14 20:18:10.627+00,Issued,Permit Issued,New,2023/11/30 23:03:26.384+00,2025/01/17 11:06:44.372+00,BLDR-057554-2023
264820,New Building ,,Raleigh Fire Station 3. New single story Fire Station SPR-0111-2023,Non-Residential,2024/07/01 14:16:27+00,2024/10/23 12:16:48.690+00,1671626.8,No,"	 OFFICE, BANK, AND PROFESSIONAL BUILDING",324,"TCC ENTERPRISES, INC",,Wake,Raleigh Fire Station 3. New single story Fire Station SPR-0111-2023,2025/12/05 12:01:29+00,3633,,10,2024,Inside City Limits,35.76665892,-78.6163699,27610,"	 OFFICE, BANK, AND PROFESSIONAL BUILDING",2024/12/05 12:01:39.100+00,Issued,Permit Issued,Existing,2023/12/04 23:01:14.905+00,2024/12/08 11:06:32.208+00,BLDNR-058378-2023
264908,New Residential Dwelling,,"New Single Family Dwelling---Infill applies---
Rock Cliff Lot1
Crawl
Includes rear screen porch with",Residential,2024/07/01 13:07:34+00,2024/09/27 14:30:30.257+00,684048.54,No, DETACHED SINGLE FAMILY DWELLING,101,L AND L OF RALEIGH INC,,,"New Single Family Dwelling---Infill applies---
Rock Cliff Lot1
Crawl
Includes rear screen porch with",2026/01/05 11:52:03+00,8504,,9,2024,Inside City Limits,35.81626691,-78.65146989,27609, DETACHED SINGLE FAMILY DWELLING,2025/01/16 08:56:27.277+00,Issued,Permit Issued,Existing,2023/12/11 23:05:47.131+00,2025/01/19 11:06:06.756+00,BLDR-059412-2023
264947,Deck/Porch,,Build a 14X16 wood deck and pergola on the grounds5-b const u 224 sgf B occ,Non-Residential,2023/12/07 09:01:18+00,2024/10/16 17:07:24.980+00,34858.88,No, AMUSEMENT & RECREATIONAL BUILDING,318,SCOMA CONSTRUCTION SERVICES LL,Raleigh,Wake,Build a 14X16 wood deck and pergola on the grounds5-b const u 224 sgf B occ,2025/10/23 10:42:34+00,346,,10,2024,Inside City Limits,35.8767289,-78.66244988,27615, AMUSEMENT & RECREATIONAL BUILDING,2024/10/31 06:30:39.623+00,Issued,Permit Issued,Existing,2023/12/11 23:05:47.131+00,2024/11/03 11:06:25.239+00,BLDNR-059550-2023
265155,New Building ,,Affordable Housing Project - Clubhouse  -  project consists of 156 family apartments in (5) three st,Non-Residential,2023/12/21 12:18:43+00,2024/11/26 18:13:57.277+00,777848.9,No, FIVE OR MORE FAMILY BUILDING,105,"WEAVER COOKE CONSTRUCTION, LLC",,Wake,Affordable Housing Project - Clubhouse  -  project consists of 156 family apartments in (5) three st,2025/05/25 00:00:00+00,2675,,11,2024,Inside City Limits,35.8850809,-78.5855854,27615, FIVE OR MORE FAMILY BUILDING,2024/12/03 14:07:34.910+00,Issued,Permit Issued,Existing,2024/01/03 23:01:35.207+00,2024/12/06 11:06:12.977+00,BLDNR-061593-2023
265157,New Residential Dwelling,,"DUPLEX ONLY - NOT A MULTI-DWELLING STRUCTURE
New Duplex
Boulevard Park Lot 1
Units 101 & 201
Complet",Residential,2024/07/01 18:55:26+00,2024/10/02 18:31:13.083+00,626584.98,No, TWO FAMILY BUILDING (DUPLEX),103,"ETP Contracting, Inc.",Raleigh,,"DUPLEX ONLY - NOT A MULTI-DWELLING STRUCTURE
New Duplex
Boulevard Park Lot 1
Units 101 & 201
Complet",2026/01/16 17:12:28+00,6588,,10,2024,Inside City Limits,35.78561292,-78.69469687,27606, TWO FAMILY BUILDING (DUPLEX),2025/01/16 17:12:35.423+00,Issued,Permit Issued,Existing,2024/01/03 23:01:35.207+00,2025/01/19 11:06:06.756+00,BLDR-061079-2023
265187,New Building ,,Affordable Housing Project - Bldg. Type A - Apartment #5 - project consists of 156 family apartments,Non-Residential,2023/12/21 12:18:43+00,2024/11/26 18:10:38.850+00,4619179.23,No, FIVE OR MORE FAMILY BUILDING,105,"WEAVER COOKE CONSTRUCTION, LLC",,Wake,Affordable Housing Project - Bldg. Type A - Apartment #5 - project consists of 156 family apartments,2025/05/25 00:00:00+00,73935,,11,2024,Inside City Limits,35.8870429,-78.5865079,27615, FIVE OR MORE FAMILY BUILDING,2024/11/26 18:10:38.850+00,Issued,Permit Issued,Existing,2024/01/03 23:01:35.207+00,2024/11/29 11:07:04.287+00,BLDNR-061592-2023
265194,New Building ,,Affordable Housing Project - Pool-house  - project consists of 156 family apartments in (5) three st,Non-Residential,2023/12/21 12:18:43+00,2024/11/26 18:10:29.150+00,10721.04,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,"WEAVER COOKE CONSTRUCTION, LLC",,Wake,Affordable Housing Project - Pool-house  - project consists of 156 family apartments in (5) three st,2025/05/25 00:00:00+00,462,,11,2024,Inside City Limits,35.8852609,-78.5855449,27615,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2024/11/26 18:10:29.150+00,Issued,Permit Issued,Existing,2024/01/03 23:01:35.207+00,2024/11/29 11:07:04.287+00,BLDNR-061595-2023
265195,New Building ,,Affordable Housing Project - Bldg. Type B - Apartment #2 - project consists of 156 family apartments,Non-Residential,2023/12/21 12:18:43+00,2024/12/02 20:28:32.523+00,6236696.46,No, FIVE OR MORE FAMILY BUILDING,105,"WEAVER COOKE CONSTRUCTION, LLC",,Wake,Affordable Housing Project - Bldg. Type B - Apartment #2 - project consists of 156 family apartments,2025/05/31 00:00:00+00,112014,,12,2024,Inside City Limits,35.8866649,-78.5857339,27615, FIVE OR MORE FAMILY BUILDING,2024/12/04 01:48:56.783+00,Issued,Permit Issued,Existing,2024/01/03 23:01:35.207+00,2024/12/06 11:06:12.977+00,BLDNR-061589-2023
265203,New Building ,,Affordable Housing Project - Bldg. Type B - Apartment #4 - project consists of 156 family apartments,Non-Residential,2023/12/21 12:18:43+00,2024/12/02 20:31:54.553+00,6236696.46,No, FIVE OR MORE FAMILY BUILDING,105,"WEAVER COOKE CONSTRUCTION, LLC",,Wake,Affordable Housing Project - Bldg. Type B - Apartment #4 - project consists of 156 family apartments,2025/05/31 00:00:00+00,111448,,12,2024,Inside City Limits,35.8863319,-78.5859409,27615, FIVE OR MORE FAMILY BUILDING,2024/12/02 20:31:54.553+00,Issued,Permit Issued,Existing,2024/01/03 23:01:35.207+00,2024/12/05 11:07:18.778+00,BLDNR-061591-2023
265211,New Building ,,Affordable Housing Project - Maintenance Bldg.  - project consists of 156 family apartments in (5) t,Non-Residential,2023/12/21 12:18:43+00,2024/11/26 18:07:04.833+00,23382.4,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,"WEAVER COOKE CONSTRUCTION, LLC",,Wake,Affordable Housing Project - Maintenance Bldg.  - project consists of 156 family apartments in (5) t,2025/05/25 00:00:00+00,462,,11,2024,Inside City Limits,35.8867819,-78.5868904,27615,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2024/11/26 18:07:04.833+00,Issued,Permit Issued,Existing,2024/01/03 23:01:35.207+00,2024/11/29 11:07:04.287+00,BLDNR-061594-2023
265230,New Building ,,Affordable Housing Project -Bldg. Type B - Apartment #3 - project consists of 156 family apartments ,Non-Residential,2023/12/21 12:18:43+00,2024/12/02 20:34:53.873+00,6236696.46,No, FIVE OR MORE FAMILY BUILDING,105,"WEAVER COOKE CONSTRUCTION, LLC",,Wake,Affordable Housing Project -Bldg. Type B - Apartment #3 - project consists of 156 family apartments ,2025/05/31 00:00:00+00,112014,,12,2024,Inside City Limits,35.8868269,-78.5859814,27615, FIVE OR MORE FAMILY BUILDING,2024/12/02 20:34:53.873+00,Issued,Permit Issued,Existing,2024/01/03 23:01:35.207+00,2024/12/05 11:07:18.778+00,BLDNR-061590-2023
265297,Interior Completion,,"HSIPOP-115489-2023-1st interior up-fit of cold, dark shell for A-2 restaurant 5-A COSNT  2691 SF",Non-Residential,2023/12/19 13:31:57+00,2024/10/29 13:58:07.293+00,123409.26,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,Pioneer General Contractors,Raleigh,Wake,"HSIPOP-115489-2023-1st interior up-fit of cold, dark shell for A-2 restaurant 5-A COSNT  2691 SF",2025/12/15 11:55:20+00,547,,10,2024,Inside City Limits,35.78978892,-78.67642688,27607,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2025/01/13 09:29:06.203+00,Issued,Permit Issued,Existing,2024/01/08 23:01:40.098+00,2025/01/16 11:06:32.559+00,BLDNR-061198-2023
265315,New Residential Dwelling,,"FOR RENT ADU
Evans Place Reavis Lot 1
ADU includes 13D Residential Sprinkler System
Primary structur",Residential,2024/07/01 19:17:56+00,2024/10/18 12:55:18.023+00,134081.64,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"ETP Contracting, Inc.",Raleigh,Wake,"FOR RENT ADU
Evans Place Reavis Lot 1
ADU includes 13D Residential Sprinkler System
Primary structur",2026/01/16 17:13:50+00,1096,,10,2024,Inside City Limits,35.78560392,-78.69484537,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 17:13:57.027+00,Issued,Permit Issued,Existing,2024/01/08 23:01:40.098+00,2025/01/19 11:06:06.756+00,BLDR-061080-2023
265316,New Residential Dwelling,,"DUPLEX ONLY - NOT A MULTI-DWELLING STRUCTURE
New Duplex
Boulevard Park Lot 1
Units 101 & 201
Crawl
1",Residential,2024/07/01 14:54:20+00,2024/10/02 18:31:23.027+00,626584.98,No, TWO FAMILY BUILDING (DUPLEX),103,"ETP Contracting, Inc.",Raleigh,,"DUPLEX ONLY - NOT A MULTI-DWELLING STRUCTURE
New Duplex
Boulevard Park Lot 1
Units 101 & 201
Crawl
1",2026/01/13 15:22:06+00,9270,,10,2024,Inside City Limits,35.78560392,-78.69484537,27606, TWO FAMILY BUILDING (DUPLEX),2025/01/13 15:22:31.363+00,Issued,Permit Issued,Existing,2024/01/08 23:01:40.098+00,2025/01/16 11:06:32.559+00,BLDR-061049-2023
265324,Alteration/Repairs ,,BUILDING A. LEVEL 2. The project scope will encompass a minor alteration of an existing lactation ro,Non-Residential,2023/12/29 08:54:41+00,2024/11/19 18:38:03.303+00,11150.7,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,"Heartland Contracting, LLC",Indian Trail,Wake,BUILDING A. LEVEL 2. The project scope will encompass a minor alteration of an existing lactation ro,2025/12/18 12:08:47+00,176,,11,2024,Inside City Limits,35.80021992,-78.73440486,27607,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/12/18 12:18:46.527+00,Issued,Permit Issued,Existing,2024/01/08 23:01:40.098+00,2024/12/21 11:06:45.376+00,BLDNR-062137-2023
265325,Alteration/Repairs ,,BUILDING C. LEVEL 04. The project scope will encompass a minor alteration of an existing lactation r,Non-Residential,2023/12/29 09:16:21+00,2024/11/08 16:12:28.043+00,44602.8,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,"Heartland Contracting, LLC",Indian Trail,Wake,BUILDING C. LEVEL 04. The project scope will encompass a minor alteration of an existing lactation r,2025/12/18 13:00:12+00,176,,11,2024,Inside City Limits,35.80021992,-78.73440486,27607,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/12/19 10:35:06.010+00,Issued,Permit Issued,Existing,2024/01/08 23:01:40.098+00,2024/12/22 11:06:50.841+00,BLDNR-062146-2023
265331,Alteration/Repairs ,,"New partitions, retail fixtures and finishes, replacement of tenant storefront",Non-Residential,2023/12/17 17:29:43+00,2024/09/30 17:07:11.110+00,65436.36,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,VISION CONTRACTORS OF GEORGIA,,Wake,"New partitions, retail fixtures and finishes, replacement of tenant storefront",2025/12/18 12:10:42+00,1323,,9,2024,Inside City Limits,35.83779491,-78.64380189,27609,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/12/18 12:11:20.510+00,Complete,Permit Finaled,Existing,2024/01/08 23:01:40.098+00,2024/12/21 11:06:45.376+00,BLDNR-060884-2023
265344,New Residential Dwelling,,"FOR RENT ADU
Evans Place Reavis Lot 2
ADU includes 13D Residential Sprinkler System
Primary structur",Residential,2024/07/01 19:34:05+00,2024/10/18 12:55:26.823+00,134081.64,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"ETP Contracting, Inc.",Raleigh,Wake,"FOR RENT ADU
Evans Place Reavis Lot 2
ADU includes 13D Residential Sprinkler System
Primary structur",2026/01/16 17:13:18+00,1096,,10,2024,Inside City Limits,35.78596392,-78.69473287,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 17:13:25.693+00,Issued,Permit Issued,Existing,2024/01/08 23:01:40.098+00,2025/01/19 11:06:06.756+00,BLDR-061083-2023
265449,Townhouse,,"NEW TH LOTS 18-15 SPR-0126-2022, PROJECT CONSISTS OF 4 CASES   2 STORY R-3 OCC 5-B CONST
BLDR-001693",Residential,2024/01/10 12:56:36.323+00,2024/08/01 13:27:22.033+00,333172.56,No,"	 RESIDENTIAL TOWNHOUSE",102,URBAN BUILDING SOLUTIONS LLC,Raleigh,,"NEW TH LOTS 18-15 SPR-0126-2022, PROJECT CONSISTS OF 4 CASES   2 STORY R-3 OCC 5-B CONST
BLDR-001693",2025/11/26 13:41:30+00,4790,,8,2024,Inside City Limits,35.80253292,-78.63669189,27608,"	 RESIDENTIAL TOWNHOUSE",2024/11/26 13:41:37.727+00,Issued,Permit Issued,New,2024/01/16 23:01:35.095+00,2024/11/29 11:07:04.287+00,BLDR-001693-2024
265465,Alteration/Repairs ,,"Add a new bar in the lobby, convert the meeting space to mini-golf, add a pizza oven and exhaust, de",Non-Residential,2024/07/01 07:39:06+00,2024/08/19 16:26:47.983+00,1581063.14,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,DIVINE CONSTRUCTION GROUP INC,,Wake,"Add a new bar in the lobby, convert the meeting space to mini-golf, add a pizza oven and exhaust, de",2025/09/26 13:53:42+00,4597,,8,2024,Inside City Limits,35.87054591,-78.72898686,27607,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/10/07 15:58:34.987+00,Issued,Permit Issued,Existing,2024/01/16 23:01:35.095+00,2024/10/10 11:07:26.513+00,BLDNR-060769-2023
