company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodityall,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,information,source1,source2,source3,link1,link2,link3
Graybec Inc.,,,,,,Bedford,Bedford,Quebec,45.114415,-73.014601,1930,open,,,,,Lime,Lime,,,,,,,,"The Bedford Plant, the largest producer of lime in Canada, is located in Southern Québec, approximately midway between Montréal and the Vermont border. The plant's annual production capacity is over 400,000 tons of quicklime with a storage capacity of more than 8,000 tons.",1,0,1,https://gq.mines.gouv.qc.ca/documents/examine/DV200102/DV200102.pdf,https://www.graymont.com/en/locations/lime-plants/eastern-canada/lime-plant/bedford,
Johnson's Co. Ltd.,,,,,,,Black Lake,Quebec,46.04863,-71.3685,1930,1964,,,,,Asbestos,Asbestos,,,,,,,,,1,0,1,https://www.mindat.org/loc-29846.html,,
Bevcourt Gold Mines Ltd.,,,,,,,,Quebec,48.09583,-77.42222,1931,1965,,,,,Gold,Gold,,,,,,,,,1,0,1,https://www.mindat.org/loc-195159.html,,
Canadian Salt Co. Ltd.,,,,,,,,Nova Scotia,46.89361,-60.48389,1933,1955,,,,,Gypsum,Gypsum,,,,,,,,According to this source a gypsum mine called National Gypsum Company quarries operated between 1933 and 1955. The closure match the info of the Index of Producing Mines https://www.mindat.org/loc-16847.html,1,0,1,https://archives.novascotia.ca/meninmines/timeline/,,
St. Lawrence Corp. of Newfoundland Ltd.,,,,,,,St Lawrence,Newfoundland-and-Labrador,46.903198,-55.399156,1933,1961,,,,,Fluorspar,Fluorspar,,,,,,,,188 workers,1,0,1,https://www.ic.gc.ca/app/scr/cc/CorporationsCanada/fdrlCrpDtls.html?corpId=0139084,,
Newfoundland Fluorspar Ltd.,"Aluminum Co. of Canada, Ltd. (Newfoundland Fluorspar Works)",Canadian Florspar,,,,Newfoundland Fluorspar Works,St. Lawrence ,Newfoundland-and-Labrador,46.903198,-55.399156,1933,1978,,,,,Fluorspar,Fluorspar,,,,,,,,120 workers,1,0,1,https://www.communitystories.ca/v1/pm_v2.php?id=exhibit_home&fl=0&lg=English&ex=767,https://www.heritage.nf.ca/articles/economy/st-lawrence-mines.php,
Macassa Mines Ltd. ,Upper Canada Resources Ltd.,Kinross Gold Corporation,Kirkland Lake Gold Inc.,,,Macassas,Kirkland Lake,Ontario,48.130261,-80.088542,1933,1999,2002,open,,,Gold,Gold,,,,,,,,,1,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A01SE00020.html,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,
"Pamour Porcupine Mines, Ltd.",,,,,,,Matachewan,Ontario,48.522253,-81.120492,1934,2011,,,,,Gold,Gold,,,,,,,,another closure in 1942 (pre-1950),1,0,1,http://www.geologyontario.mndmf.gov.on.ca/mndmfiles/mdi/data/records/MDI42A11SE00014.html,,
American Nepheline Ltd. ,Industrial Minerals of Canada Ltd.,Indusmin Ltd.,,,,Nephton Quarry,Peterborough Twp,Ontario,44.62805,-78.00275,1935,open,,,,,Nepheline Syenite,Nepheline Syenite,,,,,,,,,1,0,1,https://www.mindat.org/loc-191110.html,,
International Minerals and Chemical Corp. (Canada) Ltd,Sobin Chemicals(Canada) Ltd.,"IMC Chemical Group, (Canada) Ltd",Unimin Canada Ltd. ,,,Blue Mountain,Peterborough County,Ontario,44.68005,-77.94976,1935,2020,,,,,Nepheline Syenite,Nepheline Syenite,,,,,,,,,1,0,1,https://www.mindat.org/loc-179453.html,https://www.thepeterboroughexaminer.com/news/peterborough-region/2017/12/23/nephton-mine-to-close-by-2020-but-unimin-plans-to-expand-nearby-blue-mountain-operations.html,
Royal Oak Mines Inc.,Goldcorp Inc.,,,,,Hoyle,Timmins,Ontario,48.52723,-81.09293,1935,1949,1976,1990,,,Gold,Gold,,,,,,,,,1,0,1,https://www.mindat.org/loc-255069.html,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A11SE00012.html,
Chibougamau Explorers Ltd,,,,,,,,Quebec,49.9162471,-74.37120324,1935,1958,,,,,"Copper, Gold",Copper,Gold,,,,,,,,1,0,1,https://numerique.banq.qc.ca/patrimoine/details/52327/3303649,,
Madsen Red Lake Gold Mines Ltd. ,Madsen Gold Corp.,,,,,Madsen,Red Lake,Ontario,50.96714,-93.91769,1935,1972,,,,,Gold,Gold,,,,,,,,,1,0,1,https://images.ourontario.ca/gateway/details.asp?ID=55878,,
McKenzie Red Lake Gold Mines Ltd. ,,,,,,,,Ontario,51.0775,-93.8275,1935,1966,,,,,"Gold, Silver",Gold,Silver,,,,,,,,1,0,1,https://www.redlakemuseum.com/mckenzie-red-lake.html,https://www.mindat.org/loc-15966.html,
Blackburn Bros. Ltd.,,,,,,,,Quebec,45.679092,-75.60765,1936,1964,,,,,"Mica, Apatite",Mica,Apatite,,,,,,,The mine was also in production from 1778 to 1844.,1,0,1,https://www.mindat.org/loc-264893.html,,
Little Narrows Gypsum Co. Ltd. ,CGC Inc.,,,,,,Little Narrows ,Nova Scotia,45.994626,-60.94677782,1936,2016,,,,,Gypsum,Gypsum,,,,,,,,"In 1826, the General Mining Association (GMA) of England came into possession of all the mineral rights in the province, and its surveyor recommended mining coal at what are today Stellarton and Sydney Mines. The well-capitalized GMA arrived in the province armed with knowledge ofthe latest advances in coal mining in England, political clout, and access to the most up-to-date machinery. ////Death was a fact oflife in the Pictou coalfield, particularly in the Albion seams. In the early decades, records were not kept, but historian James Cameron has calculated that 576 deaths occurred between 1866 and 1972,",1,0,1,Closure information: https://www66.statcan.gc.ca/eng/1974/197405370525_p.%20525.pdf,https://www.cbc.ca/news/canada/nova-scotia/gypsum-layoffs-shutdown-mine-plant-1.3822094,Info on opening (see p. 18) https://archives.novascotia.ca/pdf/westray/WestrayStory-1-1.pdf 
Pamour Porcupine Mines Ltd. ,,,,,,No.3,Timmins (Pamour),Ontario,48.52278,-81.115,1936,1986,2006 ,2011,,,Gold,Gold,,,,,,,,The mine also produced between 1911 and 1914. ,1,0,1,https://www.mindat.org/loc-264066.html,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A11SE00014.html,
Charter Coals Ltd.,Century Coals Ltd.,Amalgamated Coals Ltd. ,,,,Atlas Coal,East Coulee ,Alberta,51.32863,-112.48251,1936,1979,,,,,Coal,Coal,,,,,,,,,1,0,1,http://history.alberta.ca/energyheritage/coal/reinvention-1950-onwards/the-decline-of-albertas-mining-communities/the-fate-of-east-coulee-and-atlas-coal-mine.aspx,https://geohack.toolforge.org/geohack.php?pagename=Atlas_Coal_Mine&params=51.32863_N_112.48251_W_&title=Atlas+Coal+Mine_type:landmark_region:CA-AB,
New Senator-Rouyn Ltd. ,,,,,,,,Quebec,48.23226,-79.057245,1937,1955,,,,,"Gold, Silver",Gold,Silver,,,,,,,,1,0,1,https://www.northernminer.com/news/mining-markets-investment-news-former-new-senator-seeks-prairie-gold/1000163099/,https://gq.mines.gouv.qc.ca/documents/examine/GM55758/GM55758.pdf,
East Malartic Mines Ltd. ,,,,,,East Malartic,Norrie ,Quebec,48.12965,-78.099777,1938,1980,,,,,"Gold, Arsenic, Be, Copper, Silver, Lead",Gold,Arsenic,Be,Copper,Silver,Lead,,,,1,0,1,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,,
Nicolet Asbestos Mines Ltd.,,,,,,,Norbestos ,Quebec,45.816926,-71.841887,1939,1969,,,,,Chrysotile,Chrysotile,,,,,,,,"operated by Nicolet Asbestos Mines Ltd., a subsidiary of Nicolet Industries Inc.,  located in Norbestos, Quebec, years operational 1939 - 1969. ",1,0,1,https://www.brownlawyers.ca/canadian-asbestos-mines.html,,
B.C. Sugar Refining Co. Ltd.,,,,,,,Fort Garry,Manitoba,49.84137522,-97.15324002,1939,1997,,,,,Lime,Lime,,,,,,,,,1,0,1,https://searcharchives.vancouver.ca/manitoba-sugar-company-2,,
Aunor Gold Mines Ltd. ,,,,,,Aunor,Timmins ,Ontario,48.4414,-81.29698,1940,1984,,,,,Gold,Gold,,,,,,,,,1,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10167678,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/MDI/data/records/MDI42A06NW00033.html,
Yukon Gold Placers Ltd. ,,,,,,,Treadwell (close to steward river),Yukon,63.06469553,-138.8818854,1940,1959,,,,,Gold,Gold,,,,,,,,,1,0,1,p.12 https://publications.gc.ca/collections/collection_2015/aadnc-aandc/R71-9-1959-1-eng.pdf,https://emrlibrary.gov.yk.ca/ygs/ebooks/yukon-mineral-industry-1941-59.pdf,
Kinross Gold Corporation,,,,,,Hoyle Pond,Timmins ,Ontario,48.55076,-81.14896,1941,1949,1983,open,,,Gold,Gold,,,,,,,,"Mining operations at Porcupine's Hollinger open pit, Hoyle Pond underground mine and processing plant will continue for the foreseeable future.",1,0,1,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,,
Canadian Flint and Spar Co. Ltd.,International Minerals & Chemical Corporation,,,,,,,Quebec,45.58640493,-75.41778126,1942,1955,,,,,Feldspar,Feldspar,,,,,,,,,1,0,1,https://gq.mines.gouv.qc.ca/documents/examine/GM35603/GM35603.pdf,,
Canadian Collieries (Dunsmuir) Ltd. ,,,,,,Mercoal,Mercoal,Alberta,53.16712917,-117.0832472,1942,1959,,,,,Coal,Coal,,,,,,,,,1,0,1,https://documents.techno-science.ca/documents/COALMININGINCANADA-AHISTORICALANDCOMPARATIVEOVERVIEW.pdf,https://issuu.com/experiencetravelguides/docs/experience_our_coal_history,
Huntingdon Fluorspar Mines Ltd,,,,,,Johnston,,Ontario,44.4675,-77.44306,1943,1964,,,,,Fluorspar,Fluorspar,,,,,,,,,1,0,1,https://www.mindat.org/loc-264013.html,,
Caland Ore Co. Ltd. ,,,,,,,Atikokan ,Ontario,48.81528,-91.605,1943,1979,,,,,Iron,Iron,,,,,,,,,1,0,1,https://visitatikokan.com/experiences/historic-iron-mines/,https://www.mindat.org/loc-528.html,
Nickel Offsets Ltd.,,,,,,,Foy and Bowell Townships in the Sudbury area of northern Ontario,Ontario,46.7586,-81.23947,1945,1957,,,,,Nickel,Nickel,,,,,,,,The Company also owns a formerly productive nickel-copper property consisting of 55 patented mining claims in Foy and Bowell Townships in the Sudbury area of northern Ontario. Operations on this property were suspended in 1957 and no further work is contemplated thereon at this time.,1,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/afri/data/imaging/42A11NE0023/42A11NE0023.pdf,p.8 : http://www.geologyontario.mndm.gov.on.ca/mndmfiles/afri/data/imaging/42A11NE0023/42A11NE0023.pdf,
Anglo Dominion Gold Exploration Ltd.,,,,,,Dulama ,Missanabie,Ontario,48.376097,-83.853914,1945,1951,1984,1989,,,"Gold, Silica",Gold,Silica,,,,,,,,1,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42B05NW00007.html,,
Aluminum Co. of Canada Ltd.,Aluminum Company of America,,,,,,Arvida,Quebec,48.42986,-71.1787,1945,1968,,,,,Magnesia,Magnesia,,,,,,,,,1,0,1,https://uspto.report/TM/72116369,https://publications.gc.ca/collections/collection_2016/statcan/41-204/CS41-204-1955-eng.pdf,
Star-Key Mines Ltd. ,,,,,,,Edmonton ,Alberta,53.70906292,-113.5776368,1945,1979,,,,,Coal,Coal,,,,,,,,,1,0,1,https://hermis.alberta.ca/paa/Details.aspx?st=mining&cp=0&CollectionID=1&ReturnUrl=%2Fpaa%2FSearch.aspx%3Fst%3Dmining%26cp%3D0%26CollectionID%3D1&dv=True&DeptID=1&ObjectID=PR2815,,
Sifto Salt Ltd. ,Domtar Chemicals Ltd. (Sifto Salt Division),Dominion Salt Co. Ltd.,,,,Sifto Salt Division,Nappan ,Nova Scotia,45.78333,-64.23417,1946,open,,,,,Salt,Salt,,,,,,,,,1,0,1,https://www.mindat.org/loc-245374.html,,
Flintkote Mines Ltd.,,,,,,,Pontbriand,Quebec,46.130148,-71.27321,1946,1971,,,,,Chrysotile,Chrysotile,,,,,,,,,1,0,1,https://www.mindat.org/loc-145650.html,,
Sil-Van Consolidated Mining and Milling Co. Ltd. ,,,,,,Duthie,Omineca,British Columbia,54.77306,-127.35722,1946,1954,,,,,"Zinc, Lead",Zinc,Lead,,,,,,,,1,0,1,http://www.ominecaminingassociation.com/hudson-bay-mountain.html,,
Ronrico Explorations Limited ,Eloro Resources,Monarques Resources c,Megastar Development Corp.,,,Mine Simkar (Louvicourt GoldFields),Val d'Or,Quebec,48.064328,-77.565004,1947,1949,1991,1993,,,"Gold, Copper, Zinc, Tungsten",Gold,Copper,Zinc,Tungsten,,,,,https://gq.mines.gouv.qc.ca/documents/examine/DV9301/DV9301.pdf,1,0,1,https://www.mindat.org/loc-257037.html,https://gq.mines.gouv.qc.ca/documents/examine/PRO9107/PRO9107.pdf,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf
Norlartic Mines Ltd. ,Aur Resources Inc.,Prime Resources Group Inc.,,,,Norlartic,Val d’Or ,Quebec,48.148042,-77.989708,1947,1966,1988,1993,,,"Gold, Silver",Gold,Silver,,,,,,,,1,0,1,https://gq.mines.gouv.qc.ca/documents/examine/GM67935/GM67935_Appendix2.pdf,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf
Bonwhit Mines Ltd.,Broulan Reef Mines Limited,Porcupine Reef Mines Ltd.,,,,Bonwhit,Whitney,Ontario,48.51638,-81.15796,1947,1955,,,,,Gold,Gold,,,,,,,,,1,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A11SE00018.html,,
Bethlehem Mines Corp.,,,,,,Marmoraton,Elliot Lake,Ontario,44.48119773,-77.65885596,1948,1978,,,,,Iron ore,Iron ore,,,,,,,,,1,0,1,https://www.marmorahistory.ca/marmoraton-mine-fast-facts,,
Anacon Lead Mines Ltd.,,,,,,,Rouyn ,Quebec,48.23478529,-79.01894194,1948,1954,,,,,"Zinc, Lead, Gold, Silver",Zinc,Lead,Gold,Silver,,,,,,1,0,1,https://www.mininghalloffame.ca/matthew-james-boylen,https://publications.gc.ca/collections/collection_2018/statcan/26-216/CS26-216-1954-eng.pdf,
Quebec Iron and Titanium Corp.,QIT Fer et Titane Inc.,,,,,Tio (Lake Tio or Allard Lake),Havre St. Pierre ,Quebec,50.555821,-63.416052,1948,open,,,,,"Iron, Titanium ",Iron,Titanium,,,,,,,,1,0,1,https://www.mindat.org/loc-19255.html,,
Starratt Olsen Gold Mines Ltd. ,,,,,,Sapawe,,Ontario,50.95092,-93.93332,1948,1956,,,,,Gold,Gold,,,,,,,,,1,0,1,https://www.redlakemuseum.com/starratt-olsen-mine.html,,
New Dickenson Mines Ltd.,Dickenson Mines Ltd.,Arthur W. White Mine or Dickenson Mine,,,,,Balmertown ,Ontario,51.06167,-93.73222,1948,1990,,,,,Gold,Gold,,,,,,,,,1,0,1,https://www.redlakemuseum.com/dickenson-mine.html,,
"Canadian Salt Co. Ltd., The ",,,,,,,Lindbergh ,Alberta,53.87536846,-110.6735157,1948,open,,,,,Salt,Salt,,,,,,,,,1,0,1,https://lindberghab.ca/lindbergh-salt-plant,,
Ronald Nadon Inc. ,Canada Flint and Spar Company,,,,,Hickey or Evans-Lou,Saint-Pierre de Wakefield,Quebec,45.663446,-75.742268,1949,1951,1994,2000,,,Feldspar,Feldspar,,,,,,,,,1,0,1,https://gq.mines.gouv.qc.ca/documents/examine/GM50986/GM50986.pdf,https://www.mindat.org/loc-4456.html,
Castle-Trethewey Mines Ltd. ,,,,,,Castle-Trethewey,,Ontario,47.67639,-80.74139,1949,1971,,,,,Silver,Silver,,,,,,,,,1,0,1,https://www.mindat.org/loc-5830.html,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/03616.html,
Sheridan Geophysics Ltd.,Dominion Gulf Company,Fatima Mining Company Limited,Texmont Mines Limited.,New Texmont Explorations Limited,,Texmont or Fatima,,Ontario,48.16389,-81.20444,1949,1972,,,,,Copper,Copper,,,,,,,,,1,0,1,https://www.mindat.org/loc-13091.html,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A03NE00002.html,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/afri/data/imaging/20000007920/20011718.pdf
Beattie-Duquesne Mines Ltd. ,,,,,,Duquesne,,Quebec,48.474628,-79.035571,1949,1952,,,,,"Gold, Silver, Copper, Iron, Molybdenum",Gold,Silver,Copper,Iron,Molybdenum,,,,,1,0,1,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,https://www.mindat.org/loc-213357.html,
Campbell Red Lake Mines Ltd. ,Placer Dome Inc.,Placer Dome (CLA) Limited,,,,Campbell,Balmertown ,Ontario,51.06149,-93.74109,1949,2006,,,,,Gold,Gold,,,,,,,,,1,0,1,https://www.redlakemuseum.com/campbell-mine.html,,
Suffield Metals Corp. Ltd.,,,,,,Giffith's,,Quebec,45.318923,-71.959127,1950,1956,,,,,"Zinc, Copper, Silver, Lead, Gold",Zinc,Copper,Silver,Lead,Gold,,,,The mine was also in operation from 1864 to 1914.,1,0,1,https://www.mindat.org/loc-23566.html,,
Continental Iron and Titanium Mining Ltd.,,,,,,Bignell,,Quebec,47.540076,-70.566056,1950,1964,,,,,"Iron, Titanium ",Iron,Titanium,,,,,,,,1,0,1,https://numerique.banq.qc.ca/patrimoine/details/52327/2989001,,
Zeballos Iron Mines Ltd.,,,,,,,Zeballos ,British Columbia,49.58934858,-126.394043,1950,1968,,,,,Iron,Iron,,,,,,,,,1,0,1,https://www.beyondnootka.com/articles/zeballos_iron_mine.html,https://cmscontent.nrs.gov.bc.ca/geoscience/PropertyFile/NMI/092L2_Fe1.pdf,
Columbia Gypsum Products Ltd.,Western Gypsum Products Ltd. ,Westroc Industries Ltd. ,BPB Canada Inc.,,,Gypsum (Windermere Creek) or Windermere,Windermere,British Columbia,50.480554,-115.87333,1950,1988,,,,,"Gypsum, Anhydrite",Gypsum,Anhydrite,,,,,,,Later surveys reported that it was probably the third largest deposit in North America,1,0,1,p.16 https://windermeredistricthistoricalsociety.files.wordpress.com/2018/01/mines-in-the-windermere-valley.pdf,,
Yale Lead and Zinc Mines Ltd. ,,,,,,Red Cliff,Stewart,British Columbia,56.098333,-129.89833,1950,1959,,,,,"Lead, Zinc, Silver",Lead,Zinc,Silver,,,,,,,1,0,1,http://www.stewartbc.com/redcliff.html,,
Dynatec Corporation,,,,,,Mineral Products Division,Marmora,Ontario,44.50306,-77.45278,1951,2020,,,,,"Talc, Dolomite",Talc,Dolomite,,,,,,,,1,0,1,https://www.mindat.org/loc-10300.html,,
Mindamar Metals Corp. Ltd.,,,,,,Mindamar,Stirling Richmond County,Nova Scotia,45.727616,-60.43798935,1951,1956,,,,,"Zinc, Lead, Copper, Iron, Silver, Gold",Zinc,Lead,Copper,Iron,Silver,Gold,,,,1,0,1,https://www.onemine.org/document/abstract.cfm?docid=229848,,
Valley Mining Corp.,,,,,,Chibex,"La Dauversiere Twp, Chibougamau ",Quebec,49.57445587,-74.35867247,1951,1961,1974,1975,,,Gold,Gold,,,,,,,,"""Mineralization was discovered in 1950 during surface prospecting on the property on which the Chibex mine is now located. The main ore-bearing zone was discovered and outlined by drilling carried out in 1951-1952. Underground development and production from this zone and others found subsequently were carried out from a 585 metre threecompartment shaft until 1960 when the mine was shut down for refinancing, shaft deepening and further underground development. In 1961 when the surface plant was destroyed by fire the operation was closed. Surface exploration in the mine area was started again in 1970 in anticipation of higher gold prices. The mine was dewatered and rehabilitated in late 1973 and was in production by late 1974. Financial and metallurgical problems, with lower gold prices, forced the operation to close again in late 1975. "" from https://gq.mines.gouv.qc.ca/documents/EXAMINE/TH0896/TH0896.pdf ",1,0,1,https://gq.mines.gouv.qc.ca/documents/EXAMINE/TH0896/TH0896.pdf,,
International Minerals and Chemical Corp. (Canada) Ltd.,,,,,,Back and Smith Lakes,Buckingham ,Quebec,45.58671889,-75.41974,1952,1971,,,,,Feldspar,Feldspar,,,,,,,,,1,0,1,https://gq.mines.gouv.qc.ca/documents/examine/GM10861/GM10861.pdf,,
