Family,Binomial,TBL cm,Weight gr,DL mm,Pupil,Dentition,Toxicity & Dangerousness,Reproduction,Common Name
Viperidae,Montivipera albizona,78,,,,front-fanged,venomous bite – dangerous,,Central Turkish mountain viper
Viperidae,Montivipera bornmuelleri,80,193,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Lebanon viper
Viperidae,Montivipera bulgardaghica,78,,,,front-fanged,venomous bite – dangerous,,Bulgardagh viper
Viperidae,Montivipera kuhrangica,66.5,,,,front-fanged,venomous bite – dangerous,,Kuhrang Mountain Viper
Viperidae,Montivipera latifii,78,104,,,front-fanged,venomous bite – dangerous,ovoviviparous,Latifi's viper
Viperidae,Montivipera raddei,110,317.3,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Armenian mountain viper
Viperidae,Montivipera wagneri,95,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,ocellated mountain viper
Viperidae,Montivipera xanthina,150,351.3,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Ottoman viper
Colubridae,Mopanveldophis zebrinus,65,,,roundish,rear-fanged,unclear toxicity,,Kunene racer
Pythonidae,Morelia azurea,200,1600,,,,non-venomous constrictor – potentially dangerous,,
Pythonidae,Morelia bredli,265,,,,non-fanged,non-venomous constrictor – dangerous,oviparous,Bredl's carpet python
Pythonidae,Morelia carinata,200,,,vertical slit,non-fanged,non-venomous constrictor – potentially dangerous,,rough scaled python
Pythonidae,Morelia imbricata,400,,,,,non-venomous constrictor – dangerous,,
Pythonidae,Morelia spilota,400,15000,,vertical slit,non-fanged,non-venomous constrictor – dangerous,oviparous,diamond python
Pythonidae,Morelia viridis,200,2200,,,non-fanged,non-venomous constrictor – potentially dangerous,oviparous,green tree python
Colubridae,Muhtarophis barani,50,,,roundish,rear-fanged,unclear toxicity,,Turkish Black headed Snake
Colubridae,Mussurana bicolor,86,,,indiscernible,rear-fanged,unclear toxicity,,two colored mussurana
Colubridae,Mussurana montana,115,,,vertical slit,rear-fanged,unclear toxicity,,mountain mussurana
Colubridae,Mussurana quimi,120,89,,"indiscernible,vertical slit",rear-fanged,unclear toxicity,,Joaquim's mussurana
Homalopsidae,Myanophis thanlyinensis,,,,roundish,,,,
Cyclocoridae,Myersophis alpestris,66,,,roundish,"non-fanged, rear-fanged",unclear toxicity,,Myer's Snake
Leptotyphlopidae,Myriopholis adleri,,,,vestigial eyes,non-fanged,non-venomous,,Adler’s worm snake
Leptotyphlopidae,Myriopholis albiventer,,,,vestigial eyes,non-fanged,non-venomous,,White bellied worm snake
Leptotyphlopidae,Myriopholis algeriensis,,,,vestigial eyes,non-fanged,non-venomous,,Algerian blind snake
Leptotyphlopidae,Myriopholis blanfordi,,,,vestigial eyes,non-fanged,non-venomous,,Sindh Thread Snake
Leptotyphlopidae,Myriopholis boueti,,,,vestigial eyes,non-fanged,non-venomous,,Bouet’s worm snake
Leptotyphlopidae,Myriopholis braccianii,,,,vestigial eyes,non-fanged,non-venomous,,Scortecci’s blind snake
Leptotyphlopidae,Myriopholis burii,,,,vestigial eyes,non-fanged,non-venomous,,Arabian Blind Snake
Leptotyphlopidae,Myriopholis cairi,25,,,vestigial eyes,non-fanged,non-venomous,oviparous,Cairo Blind Snake
Leptotyphlopidae,Myriopholis erythraeus,,,,vestigial eyes,non-fanged,non-venomous,,Eritrean Worm Snake
Leptotyphlopidae,Myriopholis filiformis,,,,vestigial eyes,non-fanged,non-venomous,,Socotra Island Blind Snake
Leptotyphlopidae,Myriopholis ionidesi,,,,vestigial eyes,non-fanged,non-venomous,,Ionides’ worm snake
Leptotyphlopidae,Myriopholis lanzai,,,,vestigial eyes,non-fanged,non-venomous,,Lanza's blind snake
Leptotyphlopidae,Myriopholis longicauda,,,,vestigial eyes,non-fanged,non-venomous,,Long tailed Thread Snake
Leptotyphlopidae,Myriopholis mackayi,,,,vestigial eyes,,,,
Leptotyphlopidae,Myriopholis macrorhyncha,28,1.4,,vestigial eyes,non-fanged,non-venomous,oviparous,Hook snouted worm snake
Leptotyphlopidae,Myriopholis macrura,,,,vestigial eyes,non-fanged,non-venomous,,Boulenger's Blind Snake
Leptotyphlopidae,Myriopholis narirostris,,,,vestigial eyes,non-fanged,non-venomous,,Bignose Blind Snake
Leptotyphlopidae,Myriopholis nursii,,,,vestigial eyes,non-fanged,non-venomous,,Nurse's Blind Snake
Leptotyphlopidae,Myriopholis occipitalis,,,,vestigial eyes,,,,
Leptotyphlopidae,Myriopholis parkeri,,,,vestigial eyes,non-fanged,non-venomous,,Parker’s worm snake
Leptotyphlopidae,Myriopholis perreti,,,,vestigial eyes,non-fanged,non-venomous,,Cameroon Blind snake
Leptotyphlopidae,Myriopholis rouxestevae,,,,vestigial eyes,non-fanged,non-venomous,,Roux Estève’s worm snake
Leptotyphlopidae,Myriopholis tanae,,,,vestigial eyes,non-fanged,non-venomous,,Tana worm snake
Leptotyphlopidae,Myriopholis wilsoni,,,,vestigial eyes,non-fanged,non-venomous,,Wilson's Blind Snake
Leptotyphlopidae,Myriopholis yemenica,,,,vestigial eyes,non-fanged,non-venomous,,Yemen Blind Snake
Homalopsidae,Myron karnsi,,,,,rear-fanged,venomous bite – unknown dangerousness,,Aru Mangrove Snake
Homalopsidae,Myron resetari,,,,,rear-fanged,venomous bite – unknown dangerousness,,Broome Mangrove Snake
Homalopsidae,Myron richardsonii,60,,,,rear-fanged,venomous bite – unknown dangerousness,live birth (unspecific),Richardson’s mangrove snake
Homalopsidae,Myrrophis bennettii,68,,,roundish,rear-fanged,venomous bite – potentially dangerous,,Bennett's Mud Snake
Homalopsidae,Myrrophis chinensis,83,230.3,,roundish,rear-fanged,venomous bite – potentially dangerous,,Chinese Mud Snake
Elapidae,Naja anchietae,250,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Anchieta's cobra
Elapidae,Naja annulata,270,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Ringed water cobra
Elapidae,Naja annulifera,245,391.2,,roundish,front-fanged,venomous bite – very dangerous,oviparous,banded cobra
Elapidae,Naja arabica,240,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Arabian cobra
Elapidae,Naja ashei,274.3,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Giant spitting cobra
Elapidae,Naja atra,200,1925.8,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Chinese cobra
Elapidae,Naja christyi,226,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Congo water cobra
Elapidae,Naja fuxi,,,,roundish,,,,
Elapidae,Naja guineensis,,,,roundish,,,,
Elapidae,Naja haje,300,,10,roundish,front-fanged,venomous bite – very dangerous,oviparous,Egyptian cobra
Elapidae,Naja kaouthia,230,,6.78,roundish,front-fanged,venomous bite – very dangerous,oviparous,monocled cobra
Elapidae,Naja katiensis,107,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Mali cobra
Elapidae,Naja mandalayensis,140,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Burmese spitting cobra
Elapidae,Naja melanoleuca,320,,3.5,roundish,front-fanged,venomous bite – very dangerous,oviparous,forest cobra
Elapidae,Naja mossambica,154,171.3,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Mozambique spitting cobra
Elapidae,Naja multifasciata,81,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,burrowing cobra
Elapidae,Naja naja,220,1497.5,7.33,roundish,front-fanged,venomous bite – very dangerous,oviparous,spectacled cobra
Elapidae,Naja nana,,,,roundish,,,,
Elapidae,Naja nigricincta,180,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Zebra spitting cobra
Elapidae,Naja nigricollis,280,256.7,5.8,roundish,front-fanged,venomous bite – very dangerous,oviparous,black necked spitting cobra
Elapidae,Naja nivea,185,,6,roundish,front-fanged,venomous bite – very dangerous,oviparous,Cape cobra
Elapidae,Naja nubiae,148,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Nubian spitting cobra
Elapidae,Naja oxiana,190,,5.62,roundish,front-fanged,venomous bite – very dangerous,oviparous,Caspian cobra
Elapidae,Naja pallida,157,,4.9,roundish,front-fanged,venomous bite – very dangerous,oviparous,red spitting cobra
Elapidae,Naja peroescobari,,,,roundish,front-fanged,venomous bite – very dangerous,,São Tomé cobra
Elapidae,Naja philippinensis,200,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Northern Philippine cobra
Elapidae,Naja sagittifera,180,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Andaman cobra
Elapidae,Naja samarensis,140,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Samar cobra
Elapidae,Naja savannula,,,,roundish,,,,
Elapidae,Naja senegalensis,245,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Senegalese cobra
Elapidae,Naja siamensis,160,,4.7,roundish,front-fanged,venomous bite – very dangerous,oviparous,Indochinese spitting cobra
Elapidae,Naja sputatrix,185,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Javan spitting cobra
Elapidae,Naja subfulva,,,,roundish,,,,
Elapidae,Naja sumatrana,161,,,roundish,front-fanged,venomous bite – very dangerous,oviparous,Sumatran spitting cobra
Leptotyphlopidae,Namibiana gracilior,,,,vestigial eyes,non-fanged,non-venomous,,Slender Thread Snake
Leptotyphlopidae,Namibiana labialis,,,,vestigial eyes,non-fanged,non-venomous,,Damara Thread Snake
Leptotyphlopidae,Namibiana latifrons,,,,vestigial eyes,non-fanged,non-venomous,,Benguela Worm Snake
Leptotyphlopidae,Namibiana occidentalis,,,,vestigial eyes,non-fanged,non-venomous,,Western thread snake
Leptotyphlopidae,Namibiana rostrata,,,,vestigial eyes,non-fanged,non-venomous,,Bocage's Blind Snake
Elapidae,Narophis bimaculatus,45,8.9,,indiscernible,front-fanged,venomous bite – unknown dangerousness,oviparous,Western Black naped Snake
Colubridae,Natriciteres bipostocularis,,,,roundish,rear-fanged,unclear toxicity,,Southwestern Forest Marsh Snake
Colubridae,Natriciteres fuliginoides,56,,,roundish,rear-fanged,unclear toxicity,,Forest Marsh Snake
Colubridae,Natriciteres olivacea,60,,,roundish,rear-fanged,unclear toxicity,oviparous,Olive Marsh Snake
Colubridae,Natriciteres pembana,,,,roundish,rear-fanged,unclear toxicity,,Variable Marsh Snake
Colubridae,Natriciteres sylvatica,,,,roundish,rear-fanged,unclear toxicity,,Forest Marsh Snake
Colubridae,Natriciteres variegata,45,,,roundish,rear-fanged,unclear toxicity,oviparous,Variable Marsh Snake
Colubridae,Natrix astreptophora,,,,,,,,
Colubridae,Natrix helvetica,200,,,,rear-fanged,venomous bite – harmless to humans,,
Colubridae,Natrix maura,130,44.4,,roundish,rear-fanged,venomous bite – harmless to humans,oviparous,Viperine Water Snake
Colubridae,Natrix natrix,205,227.6,,roundish,rear-fanged,venomous bite – harmless to humans,oviparous,Grass snake
Colubridae,Natrix tessellata,150,79.5,,roundish,rear-fanged,venomous bite – harmless to humans,oviparous,Dice snake
Elapidae,Neelaps calonotos,29,5,,indiscernible,front-fanged,venomous bite – potentially dangerous,oviparous,Western Black striped Snake
Colubridae,Nerodia clarkii,93,,,roundish,rear-fanged,unclear toxicity,,Salt Marsh Snake
Colubridae,Nerodia cyclopion,190,,,roundish,rear-fanged,unclear toxicity,,Mississippi green water snake
Colubridae,Nerodia erythrogaster,158,,,roundish,rear-fanged,unclear toxicity,,Plainbelly Water Snake
Colubridae,Nerodia fasciata,159,283,,roundish,rear-fanged,unclear toxicity,ovoviviparous,Southern water snake
Colubridae,Nerodia floridana,188,,,roundish,rear-fanged,unclear toxicity,,Florida Green Water Snake
Colubridae,Nerodia harteri,90,,,roundish,rear-fanged,unclear toxicity,,Brazos Water Snake
Colubridae,Nerodia paucimaculata,91.4,88.7,,roundish,rear-fanged,unclear toxicity,oviparous,Concho Water Snake
Colubridae,Nerodia rhombifer,160,556.9,,roundish,rear-fanged,unclear toxicity,,Diamondback Water Snake
Colubridae,Nerodia sipedon,139.7,174,,roundish,rear-fanged,unclear toxicity,,Northern Water Snake
Colubridae,Nerodia taxispilota,177,228,,roundish,rear-fanged,unclear toxicity,,American Brown Water Snake
Colubridae,Ninia atrata,45,,,roundish,rear-fanged,unclear toxicity,,South American Coffee Snake
Colubridae,Ninia celata,37,,,,rear-fanged,unclear toxicity,,Pale collared Coffee Snake
Colubridae,Ninia diademata,45,,,roundish,rear-fanged,unclear toxicity,,Veracruz Ringneck Coffee Snake
Colubridae,Ninia espinali,49,,,,rear-fanged,unclear toxicity,,Espinal's Coffee Snake
Colubridae,Ninia franciscoi,,,,,rear-fanged,unclear toxicity,,Francisco's coffee snake
Colubridae,Ninia guytudori,,,,,,,,
Colubridae,Ninia hudsoni,39,14.6,,roundish,rear-fanged,unclear toxicity,,Guiana Coffee Snake
Colubridae,Ninia maculata,35,,,roundish,rear-fanged,unclear toxicity,,Pacific Banded Coffee Snake
Colubridae,Ninia pavimentata,28,,,roundish,rear-fanged,unclear toxicity,,Northern Banded Coffee Snake
Colubridae,Ninia psephota,49,,,roundish,rear-fanged,unclear toxicity,,Red bellied Coffee Snake
Colubridae,Ninia schmidti,,,,,,,,
Colubridae,Ninia sebae,40,,,roundish,rear-fanged,unclear toxicity,,Redback Coffee Snake
Colubridae,Ninia teresitae,,,,,rear-fanged,unclear toxicity,,Teresita's coffee snake
Elapidae,Notechis scutatus,290,1700,5.5,roundish,front-fanged,venomous bite – very dangerous,"ovoviviparous, viviparous",mainland tiger snake
Colubridae,Nothopsis rugosus,43,,,roundish,rear-fanged,unclear toxicity,,Rough Coffee Snake
Pythonidae,Nyctophilopython oenpelliensis,457,6000,,vertical slit,non-fanged,non-venomous constrictor – dangerous,oviparous,Oenpelli python
Elapidae,Ogmodon vitianus,65,,,roundish,front-fanged,venomous bite – unknown dangerousness,oviparous,Fiji snake
Colubridae,Oligodon affinis,,,,,,,,
Colubridae,Oligodon albocinctus,91.4,,,roundish,rear-fanged,unclear toxicity,,Light barred Kukri Snake
Colubridae,Oligodon ancorus,65,,,roundish,rear-fanged,unclear toxicity,,Northern Short headed Snake
Colubridae,Oligodon annamensis,24.9,,,roundish,rear-fanged,unclear toxicity,,Annam Kukri Snake
Colubridae,Oligodon annulifer,43,,,roundish,rear-fanged,unclear toxicity,,Ringed Kukri Snake
Colubridae,Oligodon arnensis,75,,,roundish,rear-fanged,unclear toxicity,,Common Kukri Snake
Colubridae,Oligodon barroni,45,,,roundish,rear-fanged,unclear toxicity,,Barron's Kukri Snake
Colubridae,Oligodon bitorquatus,37,,,roundish,rear-fanged,unclear toxicity,,Boie's Kukri Snake
Colubridae,Oligodon bivirgatus,,,,roundish,,,,
Colubridae,Oligodon booliati,51,,,roundish,rear-fanged,unclear toxicity,,Boo Liat's Kukri Snake
Colubridae,Oligodon brevicauda,50,,,roundish,rear-fanged,unclear toxicity,,Shorthead Kukri Snake
Colubridae,Oligodon calamarius,30,,,roundish,rear-fanged,unclear toxicity,,Templeton's Kukri Snake
Colubridae,Oligodon catenatus,64,,,roundish,rear-fanged,unclear toxicity,,Assam Kukri Snake
Colubridae,Oligodon chinensis,73,,,roundish,rear-fanged,unclear toxicity,,Chinese Kukri Snake
Colubridae,Oligodon churahensis,,,,,,,,
Colubridae,Oligodon cinereus,76.2,,,roundish,rear-fanged,unclear toxicity,,Günther's Kukri Snake
Colubridae,Oligodon condaoensis,,,,,rear-fanged,unclear toxicity,,Con Dao Islands kukri snake
Colubridae,Oligodon cruentatus,40,,,roundish,rear-fanged,unclear toxicity,,Pegu Kukri Snake
Colubridae,Oligodon culaochamensis,,,,,rear-fanged,unclear toxicity,,Cu Lao Cham Islands kukri snake
Colubridae,Oligodon cyclurus,115,,,roundish,rear-fanged,unclear toxicity,,Cantor's Kukri Snake
Colubridae,Oligodon deuvei,,,,,rear-fanged,unclear toxicity,,Deuve's Kukri Snake
Colubridae,Oligodon dorsalis,55,,,roundish,rear-fanged,unclear toxicity,,Bengalese Kukri Snake
Colubridae,Oligodon eberhardti,60,,,roundish,rear-fanged,unclear toxicity,,Eberhardt’s Kukri Snake
Colubridae,Oligodon erythrogaster,50,,,roundish,rear-fanged,unclear toxicity,,Nagarkot Kukri Snake
Colubridae,Oligodon erythrorhachis,40,,,roundish,rear-fanged,unclear toxicity,,Namsang Kukri Snake
Colubridae,Oligodon everetti,42,,,roundish,rear-fanged,unclear toxicity,,Everett's Kukri Snake
Colubridae,Oligodon fasciolatus,115,,,,rear-fanged,unclear toxicity,,Fasciolated Kukri Snake
Colubridae,Oligodon forbesi,31,,,roundish,rear-fanged,unclear toxicity,,Forbes' Kukri Snake
Colubridae,Oligodon formosanus,95,,,roundish,rear-fanged,unclear toxicity,oviparous,Formosa Kukri Snake
Colubridae,Oligodon hamptoni,60,,,roundish,rear-fanged,unclear toxicity,,Hampton's Kukri Snake
Colubridae,Oligodon huahin,,,,,rear-fanged,unclear toxicity,,Hua Hin kukri snake
Colubridae,Oligodon inornatus,80,,,roundish,rear-fanged,unclear toxicity,,Unicolored Kukri Snake
Colubridae,Oligodon jintakunei,45,,,roundish,rear-fanged,unclear toxicity,,Jintakune's Kukri Snake
Colubridae,Oligodon joynsoni,81,,,roundish,rear-fanged,unclear toxicity,,Gray Kukri Snake
Colubridae,Oligodon juglandifer,80,,,roundish,rear-fanged,unclear toxicity,,Walnut Kukri Snake
Colubridae,Oligodon kampucheaensis,,,,,rear-fanged,unclear toxicity,,Phnom Samkos Kukri Snake
Colubridae,Oligodon kheriensis,,,,,rear-fanged,unclear toxicity,,Coral Red Kukri snake
Colubridae,Oligodon lacroixi,60,,,roundish,rear-fanged,unclear toxicity,,Lacroix Kukri Snake
Colubridae,Oligodon lipipengi,,,,vertical slit,,,,
Colubridae,Oligodon lungshenensis,,,,,rear-fanged,unclear toxicity,,Longsheng Kukri Snake
Colubridae,Oligodon macrurus,40,,,roundish,rear-fanged,unclear toxicity,,Angel's Kukri Snake
Colubridae,Oligodon maculatus,40,,,roundish,rear-fanged,unclear toxicity,,Spotted Kukri Snake
Colubridae,Oligodon mcdougalli,60,,,roundish,rear-fanged,unclear toxicity,,McDougall's Kukri Snake
Colubridae,Oligodon melaneus,35,,,roundish,rear-fanged,unclear toxicity,,Bluebelly Kukri Snake
Colubridae,Oligodon melanozonatus,55,,,roundish,rear-fanged,unclear toxicity,,Abor Hills Kukri Snake
Colubridae,Oligodon meyerinkii,55,,,roundish,rear-fanged,unclear toxicity,,Sulu Short headed Snake
Colubridae,Oligodon modestus,45,,,roundish,rear-fanged,unclear toxicity,,Luzon Kukri Snake
Colubridae,Oligodon moricei,,,,,rear-fanged,unclear toxicity,,Morice's Kukri Snake
Colubridae,Oligodon mouhoti,40,,,roundish,rear-fanged,unclear toxicity,,Cambodian Kukri Snake
